ESTIBA|NIVEL|OP|ESTADO|COLADA|PRODUCTO|LOTE|PIEZAS|ACERO|DIAMETRO|ESPESOR|OCUPACION STOCK|OCUPACION_ESTIBA|FCH_STOCK|TONS|LINGADA|EN USO|PZS CARGAR
7D4|24|8077001|20|27693|85096|999999|1|714|193.680000|7.620000|4.61|69.18|22/05/2030 05:30:21|95.27|E1837004||0
7F9|1|8077001|20|28594|85096|999999|13|714|193.680000|7.620000|4.61|41.20|22/05/2030 05:30:21|56.16|E1835230||0
7F9|2|8077001|20|28594|85096|999999|13|714|193.680000|7.620000|4.61|41.20|22/05/2030 05:30:21|56.16|E1835228||0
7F9|3|8077001|20|28594|85096|999999|2|714|193.680000|7.620000|4.61|41.20|22/05/2030 05:30:21|56.16|E1835231||0
7F9|4|8077001|20|28593|85096|999999|13|714|193.680000|7.620000|4.61|41.20|22/05/2030 05:30:21|56.16|D0924894||0
7F9|5|8077001|20|28593|85096|999999|11|714|193.680000|7.620000|4.61|41.20|22/05/2030 05:30:21|56.16|D0924895||0
7F9|6|5185602|20|28463|26007|999999|5|613|272.500000|29.000000|6.05|41.20|22/05/2030 05:30:21|56.16|E1837322||0
7F9|8|5185602|20|28463|26007|999999|5|613|272.500000|29.000000|6.05|41.20|22/05/2030 05:30:21|56.16|E1837321||0
7F9|7|5185602|20|28463|26007|999999|4|613|272.500000|29.000000|6.05|41.20|22/05/2030 05:30:21|56.16|E1837323||0
7G7|1|0935816|20|59691|11148|999999|10|714|244.480000|10.030000|5.54|72.45|22/05/2030 05:30:21|102.37|E1837431||0
7G7|2|0935816|20|59691|11148|999999|10|714|244.480000|10.030000|5.54|72.45|22/05/2030 05:30:21|102.37|E1837432||0
7G7|3|0935816|20|59691|11148|999999|10|714|244.480000|10.030000|5.54|72.45|22/05/2030 05:30:21|102.37|E1837433||0
7G7|4|0935816|20|59691|11148|999999|10|714|244.480000|10.030000|5.54|72.45|22/05/2030 05:30:21|102.37|E1837434||0
7G7|5|0935816|20|59691|11148|999999|10|714|244.480000|10.030000|5.54|72.45|22/05/2030 05:30:21|102.37|E1837435||0
7G7|6|0935816|20|59691|11148|999999|10|714|244.480000|10.030000|5.54|72.45|22/05/2030 05:30:21|102.37|E1837436||0
7G7|7|0935816|20|59691|11148|999999|8|714|244.480000|10.030000|5.54|72.45|22/05/2030 05:30:21|102.37|E1837438||0
7G7|8|8067501|20|28715|85250|999999|1|619|139.700000|10.540000|3.63|72.45|22/05/2030 05:30:21|102.37|D0921153||0
7G7|10|0936863|20|29040|3104|999999|5|864|270.800000|26.600000|6.01|72.45|22/05/2030 05:30:21|102.37|E1837324||0
7G7|11|0936863|20|29040|3104|999999|5|864|270.800000|26.600000|6.01|72.45|22/05/2030 05:30:21|102.37|E1837326||0
7G7|12|0936863|20|29040|3104|999999|5|864|270.800000|26.600000|6.01|72.45|22/05/2030 05:30:21|102.37|E1837325||0
7G7|13|0936863|20|29040|3104|999999|5|864|270.800000|26.600000|6.01|72.45|22/05/2030 05:30:21|102.37|E1837327||0
7C8|1|8054401|20|28700|85089|999999|12|604|193.680000|8.330000|4.61|49.96|22/05/2030 05:30:21|64.35|E1837024||0
7C8|2|8054401|20|28700|85089|999999|12|604|193.680000|8.330000|4.61|49.96|22/05/2030 05:30:21|64.35|E1837025||0
7C8|3|8054401|20|28700|85089|999999|12|604|193.680000|8.330000|4.61|49.96|22/05/2030 05:30:21|64.35|E1837026||0
7C8|4|8054401|20|28700|85089|999999|12|604|193.680000|8.330000|4.61|49.96|22/05/2030 05:30:21|64.35|E1837027||0
7C8|5|8054401|20|28700|85089|999999|12|604|193.680000|8.330000|4.61|49.96|22/05/2030 05:30:21|64.35|E1837028||0
7C8|6|8054401|20|28700|85089|999999|10|604|193.680000|8.330000|4.61|49.96|22/05/2030 05:30:21|64.35|E1837029||0
7C8|7|5174204|10|28659|62649|0|10|800|168.300000|7.100000|4.15|49.96|22/05/2030 05:30:21|64.35|E1836253||0
7C8|11|5174502|10|26835|26000|0|6|556|272.500000|29.000000|6.05|49.96|22/05/2030 05:30:21|64.35|E1837316||0
7C8|12|5174502|10|26835|26000|0|6|556|272.500000|29.000000|6.05|49.96|22/05/2030 05:30:21|64.35|E1837317||0
7C8|13|5174502|10|26835|26000|0|3|556|272.500000|29.000000|6.05|49.96|22/05/2030 05:30:21|64.35|E1837318||0
7B11|1|5060101|47|29030|84971|78404|9|351|273.050000|17.070000|6.06|15.75|22/05/2030 05:30:21|16.77|D0924994||0
7B11|2|5060101|47|29030|84971|78404|2|351|273.050000|17.070000|6.06|15.75|22/05/2030 05:30:21|16.77|D0924995||0
7B11|3|5179701|10|58782|85197|0|1|604|139.700000|7.720000|3.63|15.75|22/05/2030 05:30:21|16.77|D0920917||0
7A14|1|5067604|20|58312|85127|999999|3|668|196.850000|15.110000|4.67|37.02|22/05/2030 05:30:21|48.79|D0900969||0
7A14|3|5067604|20|58312|85127|999999|2|668|196.850000|15.110000|4.67|37.02|22/05/2030 05:30:21|48.79|D0899110||0
7A14|2|5067604|20|58312|85127|999999|2|668|196.850000|15.110000|4.67|37.02|22/05/2030 05:30:21|48.79|D0898841||0
7A14|5|5067604|20|58312|85127|999999|3|668|196.850000|15.110000|4.67|37.02|22/05/2030 05:30:21|48.79|D0900254||0
7A14|4|5067604|20|58312|85127|999999|3|668|196.850000|15.110000|4.67|37.02|22/05/2030 05:30:21|48.79|D0902273||0
7A14|6|5067604|20|58312|85127|999999|5|668|196.850000|15.110000|4.67|37.02|22/05/2030 05:30:21|48.79|D0898283||0
7A14|7|5067604|20|58312|85127|999999|4|668|196.850000|15.110000|4.67|37.02|22/05/2030 05:30:21|48.79|D0897405||0
7A14|8|5067604|20|58312|85127|999999|2|668|196.850000|15.110000|4.67|37.02|22/05/2030 05:30:21|48.79|D0899459||0
7A14|9|0946717|20|58330|11185|999999|1|604|244.480000|8.940000|5.54|37.02|22/05/2030 05:30:21|48.79|D0888886||0
7A14|10|5072201|48|58797|85115|999999|1|621|244.480000|11.990000|5.54|37.02|22/05/2030 05:30:21|48.79|D0923233||0
7A14|12|0945179|10|55838|50562|0|9|651|168.300000|18.260000|4.15|37.02|22/05/2030 05:30:21|48.79|E1836247||0
7A14|13|0945179|10|56687|50562|0|9|651|168.300000|18.260000|4.15|37.02|22/05/2030 05:30:21|48.79|E1836245||0
7A14|11|0945179|10|55838|50562|0|9|651|168.300000|18.260000|4.15|37.02|22/05/2030 05:30:21|48.79|E1836249||0
7C12|1|5194401|10|59708|85380|78380|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924415||0
7C12|2|5194401|10|59708|85380|78380|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924420||0
7C12|3|5194401|10|59708|85380|78380|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924422||0
7C12|4|5194401|10|59708|85380|78380|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924425||0
7C12|5|5194401|10|59708|85380|78380|1|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924426||0
7C12|6|5194401|10|59707|85380|78381|13|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924428||0
7C12|7|5194401|10|59707|85380|78381|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924434||0
7C12|8|5194401|10|59707|85380|78381|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924438||0
7C12|9|5194401|10|59707|85380|78381|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924447||0
7C12|10|5194401|10|59707|85380|78381|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924448||0
7C12|11|5194401|10|59707|85380|78381|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924456||0
7C12|12|5194401|10|59707|85380|78381|14|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924461||0
7C12|13|5194401|10|59707|85380|78381|3|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924462||0
7C12|14|5194401|10|59707|85380|78382|11|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924465||0
7C12|15|5194401|10|59707|85380|78382|6|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924466||0
7C12|16|5194401|10|59707|85380|78382|1|621|177.800000|10.360000|4.32|56.20|22/05/2030 05:30:21|98.99|D0924474||0
7C13|9|8054401|20|59455|85089|999999|2|604|193.680000|8.330000|4.61|16.73|22/05/2030 05:30:21|7.52|E1833611||0
7C13|11|5060102|49|59024|84971|78244|4|351|273.050000|17.070000|6.06|16.73|22/05/2030 05:30:21|7.52|D0919500||0
7D2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7C14|1|5191403|10|49845|50129|0|6|651|273.000000|15.090000|6.05|35.11|22/05/2030 05:30:21|26.03|E1836724||0
7C14|2|5191403|10|51438|50129|0|4|651|273.000000|15.090000|6.05|35.11|22/05/2030 05:30:21|26.03|E1836726||0
7C14|3|5191403|10|49845|50129|0|2|651|273.000000|15.090000|6.05|35.11|22/05/2030 05:30:21|26.03|E1836725||0
7C14|4|8084601|11|27930|23326|0|10|388|139.700000|5.400000|3.63|35.11|22/05/2030 05:30:21|26.03|E1836748||0
7C14|5|8084601|11|27930|23326|0|8|388|139.700000|5.400000|3.63|35.11|22/05/2030 05:30:21|26.03|E1836749||0
7C14|6|5191403|10|52249|50129|0|6|651|273.000000|15.090000|6.05|35.11|22/05/2030 05:30:21|26.03|E1836727||0
7C3|1|5607104|20|59613|84851|999999|1|441|244.480000|13.840000|5.54|55.00|22/05/2030 05:30:21|59.16|D0922565||0
7C3|2|0945180|10|28660|50353|0|15|651|168.300000|7.110000|4.15|55.00|22/05/2030 05:30:21|59.16|E1836728||0
7C3|3|0945180|10|28660|50353|0|15|651|168.300000|7.110000|4.15|55.00|22/05/2030 05:30:21|59.16|E1836729||0
7C3|4|0945180|10|28660|50353|0|15|651|168.300000|7.110000|4.15|55.00|22/05/2030 05:30:21|59.16|E1836730||0
7C3|5|0945180|10|28660|50353|0|15|651|168.300000|7.110000|4.15|55.00|22/05/2030 05:30:21|59.16|E1836731||0
7C3|6|0945180|10|28660|50353|0|15|651|168.300000|7.110000|4.15|55.00|22/05/2030 05:30:21|59.16|E1836732||0
7C3|7|0945180|10|28660|50353|0|15|651|168.300000|7.110000|4.15|55.00|22/05/2030 05:30:21|59.16|E1836733||0
7C3|8|0945180|10|28660|50353|0|15|651|168.300000|7.110000|4.15|55.00|22/05/2030 05:30:21|59.16|E1836734||0
7C3|9|0945180|10|28660|50353|0|15|651|168.300000|7.110000|4.15|55.00|22/05/2030 05:30:21|59.16|E1836735||0
7C3|10|0945180|10|28660|50353|0|8|651|168.300000|7.110000|4.15|55.00|22/05/2030 05:30:21|59.16|E1836736||0
7C3|13|0946741|20|44323|74003|999999|8|604|159.000000|18.000000|3.98|55.00|22/05/2030 05:30:21|59.16|E1837603||0
7C3|14|0946741|20|44323|74003|999999|1|604|159.000000|18.000000|3.98|55.00|22/05/2030 05:30:21|59.16|E1837604||0
7A13|1|5174501|10|28556|26001|0|6|562|200.030000|18.040000|4.73|20.75|22/05/2030 05:30:21|28.20|E1835206||0
7A13|2|5174501|10|28556|26001|0|6|562|200.030000|18.040000|4.73|20.75|22/05/2030 05:30:21|28.20|E1835207||0
7A13|3|8076001|20|23742|85010|999999|18|619|127.000000|11.100000|3.40|20.75|22/05/2030 05:30:21|28.20|E1836125||0
7A13|4|0945184|36|59151|14840|78394|8|415|168.300000|14.200000|4.15|20.75|22/05/2030 05:30:21|28.20|D0924745||0
7A13|5|0945184|36|59628|14840|78395|6|415|168.300000|14.200000|4.15|20.75|22/05/2030 05:30:21|28.20|D0924748||0
7A13|6|5175402|20|28300|85331|78392|1|619|177.800000|10.360000|4.32|20.75|22/05/2030 05:30:21|28.20|D0924642||0
7D15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7D3|1|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837682||0
7D3|2|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837683||0
7D3|3|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837684||0
7D3|4|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837685||0
7D3|5|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837686||0
7D3|6|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837687||0
7D3|7|8081901|20|59763|85426|999999|1|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837688||0
7D3|8|8081901|20|59764|85426|999999|12|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837689||0
7D3|9|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837690||0
7D3|10|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837691||0
7D3|11|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837692||0
7D3|12|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837693||0
7D3|13|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837694||0
7D3|14|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837695||0
7D3|15|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837696||0
7D3|16|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837697||0
7D3|17|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837698||0
7D3|18|8081901|20|59764|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837699||0
7D3|19|8081901|20|59764|85426|999999|2|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837700||0
7D3|20|8081901|20|59765|85426|999999|11|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837701||0
7D3|21|8081901|20|59765|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837702||0
7D3|22|8081901|20|59765|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837703||0
7D3|23|8081901|20|59765|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837704||0
7D3|24|8081901|20|59765|85426|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|145.62|E1837705||0
7D1|1|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1836991||0
7D1|2|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1836992||0
7D1|3|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1836993||0
7D1|4|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1836994||0
7D1|5|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1836995||0
7D1|6|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1836996||0
7D1|7|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1836997||0
7D1|8|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1836998||0
7D1|9|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1836999||0
7D1|10|0946739|20|59702|11310|999999|13|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1837000||0
7D1|11|0946739|20|28967|11310|999999|8|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1837001||0
7D1|12|0946739|20|24645|11310|999999|6|714|193.680000|7.620000|4.61|55.35|22/05/2030 05:30:21|72.65|E1837002||0
7D8|1|0936866|20|28652|3321|999999|10|441|161.100000|24.100000|4.02|19.47|22/05/2030 05:30:21|44.16|E1837644||0
7D8|2|0936866|20|28652|3321|999999|10|441|161.100000|24.100000|4.02|19.47|22/05/2030 05:30:21|44.16|E1837645||0
7D8|3|0936866|20|28652|3321|999999|10|441|161.100000|24.100000|4.02|19.47|22/05/2030 05:30:21|44.16|E1837646||0
7D8|4|0936866|20|28652|3321|999999|8|441|161.100000|24.100000|4.02|19.47|22/05/2030 05:30:21|44.16|E1837647||0
7D8|5|8076001|20|23742|85010|999999|5|619|127.000000|11.100000|3.40|19.47|22/05/2030 05:30:21|44.16|D0925548||0
7D11|2|0946732|20|28352|11945|999999|9|619|127.000000|11.100000|3.40|19.13|22/05/2030 05:30:21|20.56|E1836161||0
7D11|3|0946732|20|28670|11945|999999|6|619|127.000000|11.100000|3.40|19.13|22/05/2030 05:30:21|20.56|E1836160||0
7D11|4|5168101|48|28318|85336|0|6|604|177.800000|10.360000|4.32|19.13|22/05/2030 05:30:21|20.56|D0914279||0
7D11|5|5168101|48|59455|85336|0|1|604|177.800000|10.360000|4.32|19.13|22/05/2030 05:30:21|20.56|D0914276||0
7D11|6|8077001|20|56330|85096|999999|6|714|193.680000|7.620000|4.61|19.13|22/05/2030 05:30:21|20.56|E1836917||0
7D11|7|0946732|20|28352|11945|999999|15|619|127.000000|11.100000|3.40|19.13|22/05/2030 05:30:21|20.56|E1836163||0
7F8|1|0947813|10|26037|85055|0|6|603|244.480000|8.940000|5.54|46.91|22/05/2030 05:30:21|36.44|E1837530||0
7F8|2|0947813|10|57991|85055|0|3|603|244.480000|8.940000|5.54|46.91|22/05/2030 05:30:21|36.44|E1837531||0
7F8|3|0947813|10|57991|85055|0|9|603|244.480000|8.940000|5.54|46.91|22/05/2030 05:30:21|36.44|E1837532||0
7F8|4|8092001|10|28659|14546|0|12|571|159.000000|6.350000|3.98|46.91|22/05/2030 05:30:21|36.44|E1837591||0
7F8|5|8092001|10|28659|14546|0|12|571|159.000000|6.350000|3.98|46.91|22/05/2030 05:30:21|36.44|E1837592||0
7F8|6|8092001|10|28659|14546|0|12|571|159.000000|6.350000|3.98|46.91|22/05/2030 05:30:21|36.44|E1837593||0
7F8|7|8092001|10|28659|14546|0|4|571|159.000000|6.350000|3.98|46.91|22/05/2030 05:30:21|36.44|E1837594||0
7F8|8|8046502|10|28659|14546|0|8|571|159.000000|6.350000|3.98|46.91|22/05/2030 05:30:21|36.44|E1837595||0
7F8|9|8046502|10|28659|14546|0|12|571|159.000000|6.350000|3.98|46.91|22/05/2030 05:30:21|36.44|E1837596||0
7F8|10|8046502|10|28659|14546|0|12|571|159.000000|6.350000|3.98|46.91|22/05/2030 05:30:21|36.44|E1837599||0
7F8|11|8046502|10|28659|14546|0|8|571|159.000000|6.350000|3.98|46.91|22/05/2030 05:30:21|36.44|E1837600||0
7B13|1|5060101|42|59664|84971|78367|7|351|273.050000|17.070000|6.06|22.65|22/05/2030 05:30:21|23.79|D0923954||0
7B13|5|5181401|10|28659|15004|0|10|571|168.300000|6.400000|4.15|22.65|22/05/2030 05:30:21|23.79|E1836260||0
7B13|3|5181401|10|28659|15004|0|10|571|168.300000|6.400000|4.15|22.65|22/05/2030 05:30:21|23.79|E1836258||0
7B13|2|5181401|10|28659|15004|0|10|571|168.300000|6.400000|4.15|22.65|22/05/2030 05:30:21|23.79|E1836257||0
7B13|4|5181401|10|28659|15004|0|10|571|168.300000|6.400000|4.15|22.65|22/05/2030 05:30:21|23.79|E1836259||0
7F11|1|5200201|10|28659|15005|0|9|571|168.300000|7.100000|4.15|20.76|22/05/2030 05:30:21|15.49|E1836246||0
7F11|2|5200201|10|28659|15005|0|9|571|168.300000|7.100000|4.15|20.76|22/05/2030 05:30:21|15.49|E1836248||0
7F11|3|5200201|10|59492|15005|0|8|571|168.300000|7.100000|4.15|20.76|22/05/2030 05:30:21|15.49|E1836251||0
7F11|4|5200201|10|59492|15005|0|8|571|168.300000|7.100000|4.15|20.76|22/05/2030 05:30:21|15.49|E1836252||0
7F11|5|5200201|10|28659|15005|0|8|571|168.300000|7.100000|4.15|20.76|22/05/2030 05:30:21|15.49|E1836250||0
7E5|1|5096905|20|59693|86217|999999|12|351|196.850000|15.110000|4.67|4.67|22/05/2030 05:30:21|11.34|E1837658||0
7F10|1|5203801|10|28660|61798|0|9|800|168.300000|7.100000|4.15|22.78|22/05/2030 05:30:21|10.96|E1836756||0
7F10|2|5203801|10|28660|61798|0|9|800|168.300000|7.100000|4.15|22.78|22/05/2030 05:30:21|10.96|E1836755||0
7F10|6|8076001|20|23742|85010|999999|1|619|127.000000|11.100000|3.40|22.78|22/05/2030 05:30:21|10.96|D0925549||0
7F10|5|0937462|20|58817|85393|999999|6|603|244.480000|7.920000|5.54|22.78|22/05/2030 05:30:21|10.96|E1837544||0
7B12|1|8054401|20|59455|85089|999999|8|604|193.680000|8.330000|4.61|22.25|22/05/2030 05:30:21|12.37|D0921149||0
7B12|2|5072201|11|58794|85115|0|1|621|244.480000|11.990000|5.54|22.25|22/05/2030 05:30:21|12.37|D0923133||0
7B12|3|5072201|11|58790|85115|0|1|621|244.480000|11.990000|5.54|22.25|22/05/2030 05:30:21|12.37|D0923134||0
7B12|11|5060101|42|59664|84971|78367|4|351|273.050000|17.070000|6.06|22.25|22/05/2030 05:30:21|12.37|D0923955||0
7E15|3|0935811|11|59451|11090|78383|4|613|177.800000|10.360000|4.32|4.33|22/05/2030 05:30:21|2.04|D0924478||0
7E13|1|0946390|80|59296|9051|78264|1|265|269.880000|19.500000|6.00|78.65|22/05/2030 05:30:21|149.40|D0923390||0
7E13|2|5060101|47|29030|84971|78426|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925259||0
7E13|3|5060101|47|29030|84971|78426|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925268||0
7E13|4|5060101|47|29030|84971|78426|2|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925289||0
7E13|5|5060101|47|29059|84971|78427|7|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925290||0
7E13|6|5060101|47|29059|84971|78427|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925305||0
7E13|7|5060101|47|29059|84971|78427|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925333||0
7E13|8|5060101|47|29059|84971|78427|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925349||0
7E13|9|5060101|47|59734|84971|78428|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925359||0
7E13|10|5060101|47|59734|84971|78428|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925384||0
7E13|11|5060101|47|59734|84971|78428|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925402||0
7E13|12|5060101|47|59734|84971|78428|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925425||0
7E13|13|5060101|47|59734|84971|78428|9|351|273.050000|17.070000|6.06|78.65|22/05/2030 05:30:21|149.40|D0925454||0
7F1|1|5096905|20|59692|86217|999999|12|351|196.850000|15.110000|4.67|14.02|22/05/2030 05:30:21|26.46|E1837711||0
7F1|2|5096905|20|59692|86217|999999|12|351|196.850000|15.110000|4.67|14.02|22/05/2030 05:30:21|26.46|E1837712||0
7F1|3|5096905|20|59692|86217|999999|4|351|196.850000|15.110000|4.67|14.02|22/05/2030 05:30:21|26.46|E1837713||0
7C2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7D5|1|8054401|20|59455|85089|999999|11|604|193.680000|8.330000|4.61|49.29|22/05/2030 05:30:21|75.36|E1833606||0
7D5|2|8054401|20|59455|85089|999999|11|604|193.680000|8.330000|4.61|49.29|22/05/2030 05:30:21|75.36|E1833607||0
7D5|3|8054401|20|59455|85089|999999|11|604|193.680000|8.330000|4.61|49.29|22/05/2030 05:30:21|75.36|E1833608||0
7D5|4|8054401|20|59455|85089|999999|11|604|193.680000|8.330000|4.61|49.29|22/05/2030 05:30:21|75.36|E1833609||0
7D5|6|8054401|20|59455|85089|999999|11|604|193.680000|8.330000|4.61|49.29|22/05/2030 05:30:21|75.36|E1833605||0
7D5|5|8054401|20|59455|85089|999999|11|604|193.680000|8.330000|4.61|49.29|22/05/2030 05:30:21|75.36|E1833602||0
7D5|7|8054401|20|59455|85089|999999|7|604|193.680000|8.330000|4.61|49.29|22/05/2030 05:30:21|75.36|E1833604||0
7D5|8|8054401|20|27901|85089|999999|4|604|193.680000|8.330000|4.61|49.29|22/05/2030 05:30:21|75.36|E1833603||0
7D5|9|0935808|20|51792|11966|999999|15|619|127.000000|11.100000|3.40|49.29|22/05/2030 05:30:21|75.36|E1836066||0
7D5|10|0935808|20|51792|11966|999999|15|619|127.000000|11.100000|3.40|49.29|22/05/2030 05:30:21|75.36|E1836065||0
7D5|11|0935808|20|51792|11966|999999|8|619|127.000000|11.100000|3.40|49.29|22/05/2030 05:30:21|75.36|E1836069||0
7D5|12|0935808|20|51792|11966|999999|15|619|127.000000|11.100000|3.40|49.29|22/05/2030 05:30:21|75.36|E1836068||0
7D5|13|0935808|20|51792|11966|999999|15|619|127.000000|11.100000|3.40|49.29|22/05/2030 05:30:21|75.36|E1836067||0
7E2|1|8076201|20|59630|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837583||0
7E2|2|8076201|20|59630|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837584||0
7E2|3|8076201|20|59630|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837585||0
7E2|4|8076201|20|59630|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837586||0
7E2|5|8076201|20|59630|85010|999999|6|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837587||0
7E2|6|8076201|20|59631|85010|999999|13|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837605||0
7E2|7|8076201|20|59631|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837606||0
7E2|8|8076201|20|59631|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837607||0
7E2|9|8076201|20|59631|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837608||0
7E2|10|8076201|20|59631|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837609||0
