ESTIBA|NIVEL|OP|ESTADO|COLADA|PRODUCTO|LOTE|PIEZAS|ACERO|DIAMETRO|ESPESOR|OCUPACION STOCK|OCUPACION_ESTIBA|FCH_STOCK|TONS|LINGADA|EN USO|PZS CARGAR
7E2|11|8076201|20|59631|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837610||0
7E2|12|8076201|20|59631|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837611||0
7E2|13|8076201|20|59631|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837612||0
7E2|14|8076201|20|59631|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837613||0
7E2|15|8076201|20|59630|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837614||0
7E2|16|8076201|20|59631|85010|999999|3|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837615||0
7E2|17|8076201|20|59630|85010|999999|16|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837616||0
7E2|18|8076201|20|59630|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837617||0
7E2|19|8076201|20|59630|85010|999999|19|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837618||0
7E2|20|8076201|20|59630|85010|999999|11|619|127.000000|11.100000|3.40|61.20|22/05/2030 05:30:21|148.71|E1837619||0
7E14|1|5181101|10|28521|85367|78342|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0922959||0
7E14|2|5181101|10|28521|85367|78342|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0922964||0
7E14|3|5181101|10|28521|85367|78342|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0922972||0
7E14|4|5181101|10|28521|85367|78342|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0922980||0
7E14|5|5181101|10|28521|85367|78342|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0922982||0
7E14|6|5181101|10|28521|85367|78342|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0922987||0
7E14|7|5181101|10|28521|85367|78342|4|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0922990||0
7E14|8|5181101|10|28786|85367|78343|6|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0922991||0
7E14|9|5181101|10|28786|85367|78343|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0923014||0
7E14|10|5181101|10|28786|85367|78343|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0923026||0
7E14|11|5181101|10|28786|85367|78343|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0923029||0
7E14|12|5181101|10|28786|85367|78343|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0923059||0
7E14|13|5181101|10|28786|85367|78343|10|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0923089||0
7E14|14|5181101|10|28786|85367|78343|6|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0923106||0
7E14|15|5181101|10|28787|85367|78345|4|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0923108||0
7E14|16|5181101|10|28787|85367|78345|4|621|244.480000|11.990000|5.54|77.51|22/05/2030 05:30:21|119.01|D0923117||0
7D9|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7F7|1|0946732|20|25165|11945|999999|15|619|127.000000|11.100000|3.40|24.15|22/05/2030 05:30:21|40.62|E1837625||0
7F7|2|0946732|20|25165|11945|999999|15|619|127.000000|11.100000|3.40|24.15|22/05/2030 05:30:21|40.62|E1837624||0
7F7|3|0946732|20|25165|11945|999999|9|619|127.000000|11.100000|3.40|24.15|22/05/2030 05:30:21|40.62|E1837623||0
7F7|4|0946732|20|25322|11945|999999|6|619|127.000000|11.100000|3.40|24.15|22/05/2030 05:30:21|40.62|E1837622||0
7F7|5|0946732|20|25165|11945|999999|3|619|127.000000|11.100000|3.40|24.15|22/05/2030 05:30:21|40.62|E1837626||0
7F7|7|0946732|20|25322|11945|999999|15|619|127.000000|11.100000|3.40|24.15|22/05/2030 05:30:21|40.62|E1837620||0
7F7|6|0946732|20|25322|11945|999999|15|619|127.000000|11.100000|3.40|24.15|22/05/2030 05:30:21|40.62|E1837621||0
7F7|14|0946601|20|20907|9126|999999|1|628|145.860000|21.000000|3.74|24.15|22/05/2030 05:30:21|40.62|D0916710||0
7F7|12|0946601|20|20907|9126|999999|1|628|145.860000|21.000000|3.74|24.15|22/05/2030 05:30:21|40.62|D0916713||0
7F7|13|0946601|20|20907|9126|999999|1|628|145.860000|21.000000|3.74|24.15|22/05/2030 05:30:21|40.62|D0916711||0
7F7|8|0946601|20|20907|9126|999999|1|628|145.860000|21.000000|3.74|24.15|22/05/2030 05:30:21|40.62|D0916705||0
7F7|9|0946601|20|20907|9126|999999|1|628|145.860000|21.000000|3.74|24.15|22/05/2030 05:30:21|40.62|D0916703||0
7F7|11|0946601|20|20907|9126|999999|1|628|145.860000|21.000000|3.74|24.15|22/05/2030 05:30:21|40.62|D0916712||0
7F7|10|0946601|20|20907|9126|999999|1|628|145.860000|21.000000|3.74|24.15|22/05/2030 05:30:21|40.62|D0916709||0
7F12|1|5166201|10|59705|85117|78376|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924257||0
7F12|2|5166201|10|59705|85117|78376|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924260||0
7F12|3|5166201|10|59705|85117|78376|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924264||0
7F12|4|5166201|10|59705|85117|78376|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924269||0
7F12|5|5166201|10|59705|85117|78376|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924273||0
7F12|6|5166201|10|59705|85117|78376|8|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924278||0
7F12|7|5166201|10|59704|85117|78377|6|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924286||0
7F12|8|5166201|10|59704|85117|78377|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924295||0
7F12|9|5166201|10|59704|85117|78377|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924305||0
7F12|10|5166201|10|59704|85117|78377|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924310||0
7F12|11|5166201|10|59704|85117|78377|12|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924316||0
7F12|12|5166201|10|59704|85117|78378|2|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924317||0
7F12|13|5166201|10|59704|85117|78378|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924323||0
7F12|14|5166201|10|59704|85117|78378|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924329||0
7F12|15|5166201|10|59704|85117|78378|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924334||0
7F12|16|5166201|10|59704|85117|78378|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924338||0
7F12|17|5166201|10|59703|85117|78379|14|621|177.800000|10.360000|4.32|64.85|22/05/2030 05:30:21|120.93|D0924359||0
7GRN|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7C1|1|8081901|20|57252|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837655||0
7C1|2|8081901|20|57252|85426|999999|5|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837656||0
7C1|3|8081901|20|59445|85426|999999|6|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837659||0
7C1|4|8081901|20|28566|85426|999999|2|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837660||0
7C1|5|8081901|20|28566|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837661||0
7C1|6|8081901|20|28566|85426|999999|1|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837662||0
7C1|7|8081901|20|57252|85426|999999|12|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837663||0
7C1|8|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837664||0
7C1|9|8081901|20|57252|85426|999999|12|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837665||0
7C1|10|8081901|20|59762|85426|999999|1|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837666||0
7C1|11|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837667||0
7C1|12|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837668||0
7C1|13|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837669||0
7C1|14|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837670||0
7C1|15|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837671||0
7C1|16|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837672||0
7C1|17|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837673||0
7C1|18|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837674||0
7C1|19|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837675||0
7C1|20|8081901|20|59762|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837676||0
7C1|21|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837677||0
7C1|22|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837678||0
7C1|23|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837679||0
7C1|24|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837680||0
7C1|25|8081901|20|59763|85426|999999|13|714|193.680000|7.620000|4.61|96.85|22/05/2030 05:30:21|138.95|E1837681||0
7E3|1|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836968||0
7E3|2|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836969||0
7E3|3|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836970||0
7E3|4|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836971||0
7E3|5|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836972||0
7E3|6|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836973||0
7E3|7|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836974||0
7E3|8|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836975||0
7E3|9|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836976||0
7E3|10|0946739|20|28966|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836977||0
7E3|11|0946739|20|28966|11310|999999|12|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836978||0
7E3|12|0946739|20|59701|11310|999999|1|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836979||0
7E3|13|0946739|20|59701|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836980||0
7E3|14|0946739|20|59701|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836981||0
7E3|15|0946739|20|59701|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836982||0
7E3|16|0946739|20|59701|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836983||0
7E3|17|0946739|20|59701|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836984||0
7E3|18|0946739|20|59701|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836985||0
7E3|19|0946739|20|59701|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836986||0
7E3|20|0946739|20|59701|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836987||0
7E3|21|0946739|20|59701|11310|999999|13|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836988||0
7E3|22|0946739|20|59701|11310|999999|12|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836989||0
7E3|23|0946739|20|59701|11310|999999|6|714|193.680000|7.620000|4.61|101.47|22/05/2030 05:30:21|140.26|E1836990||0
7LAB|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7H8|1|8079801|10|59212|85032|0|10|601|244.480000|7.920000|5.54|21.24|22/05/2030 05:30:21|20.02|E1836655|LIN1|10
7H8|8|0946377|80|28551|9035|0|6|712|206.600000|13.100000|4.85|21.24|22/05/2030 05:30:21|20.02|D0920505|LIN1|10
7H8|7|0946390|80|59297|9051|0|4|265|269.880000|19.500000|6.00|21.24|22/05/2030 05:30:21|20.02|D0919883|LIN1|10
7H8|9|0946377|80|28553|9035|0|2|712|206.600000|13.100000|4.85|21.24|22/05/2030 05:30:21|20.02|D0923850|LIN1|10
7D10|2|0936861|20|59741|9173|999999|5|441|270.800000|26.600000|6.01|42.11|22/05/2030 05:30:21|68.39|E1837350||0
7D10|3|0936861|20|59741|9173|999999|5|441|270.800000|26.600000|6.01|42.11|22/05/2030 05:30:21|68.39|E1837351||0
7D10|4|0936861|20|59741|9173|999999|1|441|270.800000|26.600000|6.01|42.11|22/05/2030 05:30:21|68.39|E1837352||0
7D10|5|0936861|20|59740|9173|999999|5|441|270.800000|26.600000|6.01|42.11|22/05/2030 05:30:21|68.39|E1837346||0
7D10|6|0936861|20|59741|9173|999999|1|441|270.800000|26.600000|6.01|42.11|22/05/2030 05:30:21|68.39|E1837349||0
7D10|7|0936861|20|59740|9173|999999|5|441|270.800000|26.600000|6.01|42.11|22/05/2030 05:30:21|68.39|E1837345||0
7D10|8|0936861|20|59740|9173|999999|4|441|270.800000|26.600000|6.01|42.11|22/05/2030 05:30:21|68.39|E1837348||0
7D10|9|0936861|20|59740|9173|999999|5|441|270.800000|26.600000|6.01|42.11|22/05/2030 05:30:21|68.39|E1837347||0
7C5|1|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837045||0
7C5|2|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837046||0
7C5|3|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837047||0
7C5|4|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837048||0
7C5|5|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837049||0
7C5|6|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837050||0
7C5|7|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837051||0
7C5|8|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837052||0
7C5|9|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837053||0
7C5|10|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837054||0
7C5|11|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837055||0
7C5|12|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837056||0
7C5|13|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837057||0
7C5|14|8084401|11|59699|23022|0|11|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837058||0
7C5|15|8084401|11|59699|23022|0|6|389|232.000000|5.600000|5.31|79.64|22/05/2030 05:30:21|70.23|E1837059||0
7D14|1|0945539|11|59739|9706|78405|6|621|272.500000|29.000000|6.05|42.35|22/05/2030 05:30:21|83.77|D0925089||0
7D14|2|0945539|11|59739|9706|78405|1|621|272.500000|29.000000|6.05|42.35|22/05/2030 05:30:21|83.77|D0925106||0
7D14|3|0945539|11|59738|9706|78406|5|621|272.500000|29.000000|6.05|42.35|22/05/2030 05:30:21|83.77|D0925111||0
7D14|4|0945539|11|59738|9706|78406|6|621|272.500000|29.000000|6.05|42.35|22/05/2030 05:30:21|83.77|D0925123||0
7D14|5|0945539|11|59738|9706|78406|6|621|272.500000|29.000000|6.05|42.35|22/05/2030 05:30:21|83.77|D0925133||0
7D14|8|5060101|47|29030|84971|78426|9|351|273.050000|17.070000|6.06|42.35|22/05/2030 05:30:21|83.77|D0925246||0
7D14|9|5060101|47|59735|84971|78429|9|351|273.050000|17.070000|6.06|42.35|22/05/2030 05:30:21|83.77|D0925476||0
8BAN|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7A12|5|5141101|20|28496|85631|78198|1|613|244.480000|10.030000|5.54|34.18|22/05/2030 05:30:21|13.61|D0922631||0
7A12|7|5188001|10|28362|70016|0|10|800|168.300000|7.100000|4.15|34.18|22/05/2030 05:30:21|13.61|E1836255||0
7A12|6|5188001|10|28362|70016|0|10|800|168.300000|7.100000|4.15|34.18|22/05/2030 05:30:21|13.61|E1836254||0
7A12|8|5188001|10|28362|70016|0|10|800|168.300000|7.100000|4.15|34.18|22/05/2030 05:30:21|13.61|E1836256||0
7A12|10|8076001|20|28706|85010|999999|1|619|127.000000|11.100000|3.40|34.18|22/05/2030 05:30:21|13.61|D0922000||0
7A12|11|5168101|48|59455|85336|0|1|604|177.800000|10.360000|4.32|34.18|22/05/2030 05:30:21|13.61|D0913998||0
7F13|2|5060101|42|59562|84971|78239|9|351|273.050000|17.070000|6.06|56.51|22/05/2030 05:30:21|75.94|D0919280||0
7F13|1|5060101|42|59562|84971|78239|9|351|273.050000|17.070000|6.06|56.51|22/05/2030 05:30:21|75.94|D0919272||0
7F13|3|5060101|42|59562|84971|78239|1|351|273.050000|17.070000|6.06|56.51|22/05/2030 05:30:21|75.94|D0919285||0
7F13|4|5060101|42|59562|84971|78239|9|351|273.050000|17.070000|6.06|56.51|22/05/2030 05:30:21|75.94|D0919231||0
7F13|11|0946738|10|28971|11145|78403|12|714|193.680000|7.620000|4.61|56.51|22/05/2030 05:30:21|75.94|D0924914||0
7F13|5|0946738|10|28971|11145|78403|12|714|193.680000|7.620000|4.61|56.51|22/05/2030 05:30:21|75.94|D0924910||0
7F13|6|0946738|10|28971|11145|78402|12|714|193.680000|7.620000|4.61|56.51|22/05/2030 05:30:21|75.94|D0924901||0
7F13|7|0946738|10|28971|11145|78401|10|714|193.680000|7.620000|4.61|56.51|22/05/2030 05:30:21|75.94|D0924896||0
7F13|8|0946738|10|28971|11145|78402|10|714|193.680000|7.620000|4.61|56.51|22/05/2030 05:30:21|75.94|D0924904||0
7F13|9|0946738|10|28971|11145|78402|3|714|193.680000|7.620000|4.61|56.51|22/05/2030 05:30:21|75.94|D0924897||0
7F13|10|0946738|10|28971|11145|78403|2|714|193.680000|7.620000|4.61|56.51|22/05/2030 05:30:21|75.94|D0924905||0
7C4|1|8069501|20|59632|85010|999999|18|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837199||0
7C4|2|8069501|20|59632|85010|999999|18|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837200||0
7C4|3|8069501|20|59632|85010|999999|18|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837201||0
7C4|4|8069501|20|59632|85010|999999|18|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837202||0
7C4|5|8069501|20|59632|85010|999999|18|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837203||0
7C4|6|8069501|20|59632|85010|999999|12|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837204||0
7C4|7|8076001|20|59632|85010|999999|6|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837205||0
7C4|8|8076001|20|59632|85010|999999|18|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837206||0
7C4|9|8076001|20|59632|85010|999999|18|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837207||0
7C4|10|8076001|20|59632|85010|999999|18|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837208||0
7C4|11|8076001|20|59632|85010|999999|6|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837209||0
7C4|12|8076001|20|28848|85010|999999|12|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837210||0
7C4|13|8076001|20|28848|85010|999999|18|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837211||0
7C4|14|8076001|20|28848|85010|999999|6|619|127.000000|11.100000|3.40|44.20|22/05/2030 05:30:21|91.59|E1837212||0
7C11|19|5726209|42|57211|84971|78245|2|351|273.050000|17.070000|6.06|6.05|22/05/2030 05:30:21|3.19|D0919507||0
7E4|5|0936860|20|59209|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837328||0
7E4|6|0936860|20|59209|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837329||0
7E4|7|0936860|20|59209|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837330||0
7E4|8|0936860|20|59209|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837331||0
7E4|9|0936860|20|59209|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837332||0
7E4|10|0936860|20|59209|9173|999999|2|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837333||0
7E4|11|0936860|20|29038|9173|999999|3|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837334||0
7E4|12|0936860|20|29038|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837335||0
7E4|13|0936860|20|29038|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837336||0
7E4|14|0936860|20|29038|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837337||0
7E4|15|0936860|20|29038|9173|999999|4|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837338||0
7E4|16|0936861|20|29038|9173|999999|1|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837339||0
7E4|17|0936861|20|29038|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837340||0
7E4|18|0936861|20|29038|9173|999999|2|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837341||0
7E4|19|0936861|20|59740|9173|999999|3|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837342||0
7E4|20|0936861|20|59740|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837343||0
7E4|21|0936861|20|59740|9173|999999|5|441|270.800000|26.600000|6.01|90.22|22/05/2030 05:30:21|154.44|E1837344||0
7F14|1|5171201|10|28697|85318|78384|14|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924486||0
7F14|2|5171201|10|28697|85318|78384|14|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924491||0
7F14|3|5171201|10|28697|85318|78384|14|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924497||0
7F14|4|5171201|10|28697|85318|78384|14|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924501||0
7F14|5|5171201|10|28697|85318|78384|14|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924506||0
7F14|6|5171201|10|28697|85318|78384|14|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924507||0
7F14|7|5171201|10|28697|85318|78384|14|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924509||0
7F14|8|5171201|10|28697|85318|78384|2|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924511||0
7F14|9|5171201|10|28697|85318|78385|12|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924512||0
7F14|10|5171201|10|28697|85318|78385|14|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924513||0
7F14|11|5171201|10|28697|85318|78385|14|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924517||0
7F14|12|5171201|10|28697|85318|78385|12|604|177.800000|8.050000|4.32|47.56|22/05/2030 05:30:21|72.11|D0924522||0
7D7|1|8076101|20|28848|85010|999999|20|619|127.000000|11.100000|3.40|46.51|22/05/2030 05:30:21|20.86|E1837093||0
7D7|2|8076101|20|28848|85010|999999|10|619|127.000000|11.100000|3.40|46.51|22/05/2030 05:30:21|20.86|E1837094||0
7D7|3|8076101|20|28848|85010|999999|7|619|127.000000|11.100000|3.40|46.51|22/05/2030 05:30:21|20.86|E1837095||0
7D7|4|0947605|5|59151|4204|0|1|328|139.700000|9.000000|3.63|46.51|22/05/2030 05:30:21|20.86|D0915694||0
7D7|5|0945178|10|52249|50202|0|5|651|273.000000|9.270000|6.05|46.51|22/05/2030 05:30:21|20.86|E1837260||0
